,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er,sie,es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4,Infinitif
836,bequemen,bequeme,,bequemst,,bequemt,bequemte,,bequemt,,bequemte,,bequem,bequeme,,bequemt,,haben,,,,,,,confortable
837,eindringen,dringe ein,,dringst ein,,dringt ein,drang ein,,eingedrungen,,dränge ein,,dringe ein,,,dringt ein,,sein,,,,,,,pénétration
838,anfühlen,fühle an,,fühlst an,,fühlt an,fühlte an,,angefühlt,,fühlte an,,fühl an,fühle an,,fühlt an,,haben,,,,,,,sentir
839,aufräumen,räume auf,,räumst auf,,räumt auf,räumte auf,,aufgeräumt,,räumte auf,,räum auf,räume auf,,räumt auf,,haben,,,,,,,nettoyer
840,auswählen,wähle aus,,wählst aus,,wählt aus,wählte aus,,ausgewählt,,wählte aus,,wähl aus,wähle aus,,wählt aus,,haben,,,,,,,choisir
841,freilassen,lasse frei,,lässt frei,,lässt frei,ließ frei,,freigelassen,,ließe frei,,lass frei,lasse frei,,lasst frei,,haben,,,,,,,libérer
842,veröffentlichen,veröffentliche,,veröffentlichst,,veröffentlicht,veröffentlichte,,veröffentlicht,,veröffentlichte,,veröffentlich,veröffentliche,,veröffentlicht,,haben,,,,,,,publier
843,aufstellen,stelle auf,,stellst auf,,stellt auf,stellte auf,,aufgestellt,,stellte auf,,stell auf,stelle auf,,stellt auf,,haben,,,,,,,installation
844,zögern,zögere,,zögerst,,zögert,zögerte,,gezögert,,zögerte,,zögere,,,zögert,,haben,,,,,,,hésiter
845,ersparen,erspare,,ersparst,,erspart,ersparte,,erspart,,ersparte,,erspar,erspare,,erspart,,haben,,,,,,,de rechange
846,schlucken,schlucke,,schluckst,,schluckt,schluckte,,geschluckt,,schluckte,,schlucke,schluck,,schluckt,,haben,,,,,,,avaler
847,durchführen,führe durch,,führst durch,,führt durch,führte durch,,durchgeführt,,führte durch,,führ durch,führe durch,,führt durch,,haben,,,,,,,effectuer
848,übernachten,übernachte,,übernachtest,,übernachtet,übernachtete,,übernachtet,,übernachtete,,übernachte,,,übernachtet,,haben,,,,,,,passer la nuit
849,ansprechen,spreche an,,sprichst an,,spricht an,sprach an,,angesprochen,,spräche an,,sprich an,,,sprecht an,,haben,,,,,,,adresse
850,abhängen,hänge ab,,hängst ab,,hängt ab,hing ab,,abgehangen,,hinge ab,,häng ab,hänge ab,,hängt ab,,haben,,,,,,,dépendre
851,vorkommen,komme vor,,kommst vor,,kommt vor,kam vor,,vorgekommen,,käme vor,,komm vor,,,kommt vor,,sein,,,,,,,arriver
852,mieten,miete,,mietest,,mietet,mietete,,gemietet,,mietete,,miete,,,mietet,,haben,,,,,,,louer
853,versammeln,versammle,versammele,versammelst,,versammelt,versammelte,,versammelt,,versammelte,,versammle,,,versammelt,,haben,,,,,,,rassembler
854,einschließen,schließe ein,,schließt ein,,schließt ein,schloss ein,,eingeschlossen,,schlösse ein,,schließ ein,schließe ein,,schließt ein,,haben,,,,,,,verrouiller
855,belieben,beliebe,,beliebst,,beliebt,beliebte,,beliebt,,beliebte,,belieb,beliebe,,beliebet,,haben,,,,,,,à volonté
856,anstrengen,strenge an,,strengst an,,strengt an,strengte an,,angestrengt,,strengte an,,strenge an,,,strengt an,,haben,,"Knut muede tw1.jpg|mini|1|Ein [[Eisbär]] ([[w:Knut (Eisbär)|Knut]]), der gerade nicht ''angestrengt'' ist",,,,,exercer
857,ablaufen,laufe ab,,läufst ab,,läuft ab,lief ab,,abgelaufen,,liefe ab,,laufe ab,,,lauft ab,,haben,sein,,,,,,expirer
858,beschädigen,beschädige,,beschädigst,,beschädigt,beschädigte,,beschädigt,,beschädigte,,beschädige,,,beschädigt,,haben,,,,,,,endommager
859,erschöpfen,erschöpfe,,erschöpfst,,erschöpft,erschöpfte,,erschöpft,,erschöpfte,,erschöpf,erschöpfe,,erschöpft,,haben,,,,,,,échappement
860,schelten,schelte,,schiltst,,schilt,schalt,,gescholten,,schölte,schälte,schilt,,,scheltet,,haben,,,,,,,gronder
861,sicherstellen,stelle sicher,,stellst sicher,,stellt sicher,stellte sicher,,sichergestellt,,stellte sicher,,stell sicher,stelle sicher,,stellt sicher,,haben,,,,,,,s'assurer
862,verwickeln,verwickele,,verwickelst,,verwickelt,verwickelte,,verwickelt,,verwickelte,,verwickel,verwickele,,verwickelt,,haben,,,,,,,emmêler
863,aufbrechen,breche auf,,brichst auf,,bricht auf,brach auf,,aufgebrochen,,bräche auf,,brich auf,,,brecht auf,,sein,haben,,,,,,brisez
864,ablegen,lege ab,,legst ab,,legt ab,legte ab,,abgelegt,,legte ab,,lege ab,,,legt ab,,haben,,,,,,,décoller
865,foltern,foltere,,folterst,,foltert,folterte,,gefoltert,,folterte,,foltere,,,foltert,,haben,,,,,,,torture
866,haken,hake,,hakst,,hakt,hakte,,gehakt,,hakte,,hake,,,hakt,,haben,,,,,,,crochet
867,überfahren,überfahre,,überfährst,,überfährt,überfuhr,,überfahren,,überführe,,überfahre,,,überfahrt,,haben,,,,,,,écraser
868,übertragen,übertrage,,überträgst,,überträgt,übertrug,,übertragen,,übertrüge,,übertrag,übertrage,,übertragt,,haben,,,,,,,transmis
869,tropfen,tropfe,,tropfst,,tropft,tropfte,,getropft,,tropfte,,tropfe,tropf,,tropft,,haben,,,,,,,gouttes
870,erregen,errege,,erregst,,erregt,erregte,,erregt,,erregte,,errege,erreg,,erregt,,haben,,,,,,,irriter
871,blockieren,blockiere,,blockierst,,blockiert,blockierte,,blockiert,,blockierte,,blockier,blockiere,,blockiert,,haben,,,,,,,Bloquer
872,zurückrufen,rufe zurück,,rufst zurück,,ruft zurück,rief zurück,,zurückgerufen,,riefe zurück,,ruf zurück,rufe zurück,,ruft zurück,,haben,,,,,,,rappeler
873,münzen,münze,,münzt,,münzt,münzte,,gemünzt,,münzte,,münz,münze,,münzt,,haben,,,,,,,pièces de monnaie
874,beseitigen,beseitige,,beseitigst,,beseitigt,beseitigte,,beseitigt,,beseitigte,,beseitige,,,beseitigt,,haben,,,,,,,retirer
875,verpflichten,verpflichte,,verpflichtest,,verpflichtet,verpflichtete,,verpflichtet,,verpflichtete,,verpflichte,,,verpflichtet,,haben,,,,,,,obliger
876,wiegen,wiege,,wiegst,,wiegt,wog,,gewogen,,wöge,,wieg,wiege,,wiegt,,haben,,,Digitalwaage IMGP1358 wp.jpg|thumb|1|auf der Küchenwaage etwas ''wiegen'',Personenwaage fcm.jpg|thumb|1|Körpergewicht auf der Personenwaage ''wiegen'',,,peser
877,angeln,angle,angele,angelst,,angelt,angelte,,geangelt,,angelte,,angle,angele,,angelt,,haben,,,,,,,pêche
878,lenken,lenke,,lenkst,,lenkt,lenkte,,gelenkt,,lenkte,,lenk,,,lenkt,,haben,,Driving the new Mercedes A-Class 2012 (7661463504).jpg|thumb|1|ein [[Fahrzeug]] ''lenken'',,,,,diriger
879,verehren,verehre,,verehrst,,verehrt,verehrte,,verehrt,,verehrte,,verehre,,,verehrt,,haben,,,,,,,culte
880,hupen,hupe,,hupst,,hupt,hupte,,gehupt,,hupte,,hupe,,,hupt,,haben,,,,,,,klaxonner
881,fotografieren,fotografiere,,fotografierst,,fotografiert,fotografierte,,fotografiert,,fotografierte,,fotografiere,fotografier,,fotografiert,,haben,,,"Slawenwall Schweriner Schloss by Olaf Kosinsky040.jpg|thumb|1|Ein [[Fotograf]] [[drücken|drückt]] auf den [[Auslöser]], er ''fotografiert.''","Couple au Trocadero, Paris 18 Octobre 2013.jpg|thumb|1|Ein [[Tourist]] ''fotografiert'' seine [[Freundin]] vor dem [[Eiffelturm]].",,,prendre des photos
882,verzichten,verzichte,,verzichtest,,verzichtet,verzichtete,,verzichtet,,verzichtete,,verzichte,,,verzichtet,,haben,,,,,,,renoncer à
883,unterzeichnen,unterzeichne,,unterzeichnest,,unterzeichnet,unterzeichnete,,unterzeichnet,,unterzeichnete,,unterzeichne,,,unterzeichnet,,haben,,,,,,,signe
884,flüchten,flüchte,,flüchtest,,flüchtet,flüchtete,,geflüchtet,,flüchtete,,flüchte,,,flüchtet,,sein,,,,,,,s'échapper
885,ausrauben,raube aus,,raubst aus,,raubt aus,raubte aus,,ausgeraubt,,raubte aus,,raub aus,raube aus,,raubt aus,,haben,,,,,,,Rob
886,scheitern,scheitere,,scheiterst,,scheitert,scheiterte,,gescheitert,,scheiterte,,scheitere,,,scheitert,,sein,,,,,,,échouer
887,abwarten,warte ab,,wartest ab,,wartet ab,wartete ab,,abgewartet,,wartete ab,,wart ab,warte ab,,wartet ab,,haben,,,,,,,attendez
888,checken,checke,,checkst,,checkt,checkte,,gecheckt,,checkte,,check,,,checkt,,haben,,,,,,,vérifier
889,entgehen,entgehe,,entgehst,,entgeht,entging,,entgangen,,entginge,,entgehe,,,entgeht,,sein,,,,,,,s'échapper
890,basieren,basiere,,basierst,,basiert,basierte,,basiert,,basierte,,basier,basiere,,basiert,,haben,,,,,,,basé
891,absetzen,setze ab,,setzt ab,,setzt ab,setzte ab,,abgesetzt,,setzte ab,,setz ab,,,setzt ab,,haben,,,,,,,baisse
892,gehorchen,gehorche,,gehorchst,,gehorcht,gehorchte,,gehorcht,,gehorchte,,gehorch,gehorche,,gehorcht,,haben,,,,,,,Obéir
893,erzeugen,erzeuge,,erzeugst,,erzeugt,erzeugte,,erzeugt,,erzeugte,,erzeug,erzeuge,,erzeugt,,haben,,,,,,,générer
894,widmen,widme,,widmest,,widmet,widmete,,gewidmet,,widmete,,widme,,,widmet,,haben,,,,,,,consacrer
895,kriechen,krieche,,kriechst,,kriecht,kroch,,gekrochen,,kröche,,kriech,krieche,,kriecht,,sein,,,HD.11B.108 (11823067234).jpg|thumb|1|[[auf allen vieren]] ''kriechen'' im [[Bergwerksstollen]],,,,crawl
896,erobern,erobere,,eroberst,,erobert,eroberte,,erobert,,eroberte,,erobre,erobere,,erobert,,haben,,,,,,,conquérir
897,befördern,befördere,,beförderst,,befördert,beförderte,,befördert,,beförderte,,befördere,,,befördert,,haben,,,,,,,transport
898,messen,messe,,misst,,misst,maß,,gemessen,,mäße,,miss,,,messt,,haben,,,"Using the caliper new.gif|thumb|1|eine [[Schublehre]] ''misst'' einen [[Durchmesser]] [[genau]]er, als ein [[Zollstock]]",2013. День защиты детей 230.jpg|thumb|1|die [[Temperatur]] mit einem [[Thermometer]] ''messen'',,,mesure
899,deuten,deute,,deutest,,deutet,deutete,,gedeutet,,deutete,,deut,deute,,deutet,,haben,,,,,,,interpréter
900,kratzen,kratze,,kratzt,,kratzt,kratzte,,gekratzt,,kratzte,,kratz,,,kratzt,,haben,,Itch.jpg|thumb|1|Ein [[Mann]] ''kratzt'' sich den [[Rücken]].,,,,,gratter
901,erziehen,erziehe,,erziehst,,erzieht,erzog,,erzogen,,erzöge,,erzieh,erziehe,,erzieht,,haben,,,,,,,éduquer
902,ausbrechen,breche aus,,brichst aus,,bricht aus,brach aus,,ausgebrochen,,bräche aus,,brich aus,,,brecht aus,,haben,sein,,,,,,éclater
903,hellen,helle,,hellst,,hellt,hellte,,gehellt,,hellte,,hell,helle,,hellt,,haben,,,,,,,brillant
904,produzieren,produziere,,produzierst,,produziert,produzierte,,produziert,,produzierte,,produzier,produziere,,produziert,,haben,,,,,,,produire
905,lehnen,lehne,,lehnst,,lehnt,lehnte,,gelehnt,,lehnte,,lehn,lehne,,lehnt,,haben,,Sky team - 1st stage Tour of Slovenia 2015.jpg|thumb|1|[[Radfahrer]] müssen sich in die [[Kurve]] ''lehnen'',,,,,maigre
906,ächzen,ächze,,ächzt,,ächzt,ächzte,,geächzt,,ächzte,,ächze,,,ächzt,,haben,,,,,,,gémissement
907,rasieren,rasiere,,rasierst,,rasiert,rasierte,,rasiert,,rasierte,,rasier,rasiere,,rasiert,,haben,,,Shaving2.jpg|mini|1|den Bart ''rasieren'',,,,raser
908,kleben,klebe,,klebst,,klebt,klebte,,geklebt,,klebte,,kleb,klebe,,klebt,,haben,,,,,,,bâton
909,spucken,spucke,,spuckst,,spuckt,spuckte,,gespuckt,,spuckte,,spucke,spuck,,spuckt,,haben,,,,,,,cracher
910,quietschen,quietsche,,quietschst,,quietscht,quietschte,,gequietscht,,quietschte,,quietsch,,,quietscht,,haben,,Son de l'ouverture et fermeture du portail du cimetière du Mas Rillier.ogg|mini|1|Eine [[Tür]] ''quietscht'' beim [[öffnen|Öffnen]] [[laut]].,,,,,grincer
911,gestatten,gestatte,,gestattest,,gestattet,gestattete,,gestattet,,gestattete,,gestatte,,,gestattet,,haben,,,,,,,permettre
912,auflösen,löse auf,,löst auf,,löst auf,löste auf,,aufgelöst,,löste auf,,löse auf,,,löst auf,,haben,,,,,,,dissoudre
913,verweigern,verweigere,,verweigerst,,verweigert,verweigerte,,verweigert,,verweigerte,,verweigere,verweiger,,verweigert,,haben,,,,,,,refuser
914,erleichtern,erleichtere,,erleichterst,,erleichtert,erleichterte,,erleichtert,,erleichterte,,erleichtere,,,erleichtert,,haben,,,,,,,faciliter
915,siegen,siege,,siegst,,siegt,siegte,,gesiegt,,siegte,,siege,,,siegt,,haben,,,,,,,gagner
916,durchfahren,durchfahre,,durchfährst,,durchfährt,durchfuhr,,durchfahren,,durchführe,,durchfahr,,,durchfahrt,,haben,,,,,,,ciné-parc
917,durchdrehen,drehe durch,,drehst durch,,dreht durch,drehte durch,,durchgedreht,,drehte durch,,dreh durch,drehe durch,,dreht durch,,sein,haben,,,,,,se déchaîner
918,investieren,investiere,,investierst,,investiert,investierte,,investiert,,investierte,,investiere,investier,,investiert,,haben,,,,,,,investir
919,zerreißen,zerreiße,,zerreißt,,zerreißt,zerriss,,zerrissen,,zerrisse,,zerreiß,zerreiße,,zerreißt,,haben,,,,,,,larme
920,antreten,trete an,,trittst an,,tritt an,trat an,,angetreten,,träte an,,tritt an,,,tretet an,,haben,sein,,Anfang.svg|mini|1| Hier wird die Fahrt ''angetreten'',Indian_and_U.S._Army_personnel_salute_during_the_closing_ceremony_of_Yudh_Abhyas_2009.jpg|mini|4| ''Angetreten'',Piaggio_Vespa_LX125_2006_Engine.JPG|mini|6| Anlassen durch ''Antreten'' angesagt,,rivaliser
921,zünden,zünde,,zündest,,zündet,zündete,,gezündet,,zündete,,zünd,zünde,,zündet,,haben,,,,,,,enflammer
922,umgeben,gebe um,,gibst um,,gibt um,gab um,,umgegeben,,gäbe um,,gib um,,,gebt um,,haben,,,,,,,entourer
923,hexen,hexe,,hext,,hext,hexte,,gehext,,hexte,,hex,hexe,,hext,,haben,,,,,,,sorcières
924,reinigen,reinige,,reinigst,,reinigt,reinigte,,gereinigt,,reinigte,,reinig,reinige,,reinigt,,haben,,,,,,,faire le ménage
925,teilnehmen,nehme teil,,nimmst teil,,nimmt teil,nahm teil,,teilgenommen,,nähme teil,,nimm teil,,,nehmt teil,,haben,,,,,,,participer
926,verklagen,verklage,,verklagst,,verklagt,verklagte,,verklagt,,verklagte,,verklag,verklage,,verklagt,,haben,,,,,,,poursuivre en justice
927,erleiden,erleide,,erleidest,,erleidet,erlitt,,erlitten,,erlitte,,erleide,,,erleidet,,haben,,,,,,,souffrir
928,kichern,kichere,,kicherst,,kichert,kicherte,,gekichert,,kicherte,,kichere,,,kichert,,haben,,Giggling.ogg|mini|1|Ein [[Mädchen]] ''kichert.'',,,,,Pouffer de rire
929,herziehen,ziehe her,,ziehst her,,zieht her,zog her,,hergezogen,,zöge her,,ziehe her,,,zieht her,ziehet her,sein,haben,,,,,,bouge ici
930,narren,narre,,narrst,,narrt,narrte,,genarrt,,narrte,,narr,narre,,narrt,,haben,,,,,,,idiot
931,aufhängen,hänge auf,,hängst auf,,hängt auf,hängte auf,,aufgehängt,,hängte auf,,häng auf,hänge auf,,hängt auf,,haben,,,,,,,suspendu
932,schleppen,schleppe,,schleppst,,schleppt,schleppte,,geschleppt,,schleppte,,schleppe,schlepp,,schleppt,,haben,,Lijiang Yunnan China-Naxi-people-carrying-baskets-01.jpg|thumb|1|[[Frau]]en ''schleppen'' in einer [[Vorstellung]] die [[ortstypisch]]en [[Korb|Körbe]],,,,,traîner
933,darstellen,stelle dar,,stellst dar,,stellt dar,stellte dar,,dargestellt,,stellte dar,,stell dar,stelle dar,,stellt dar,,haben,,,,,,,représenter
934,regieren,regiere,,regierst,,regiert,regierte,,regiert,,regierte,,regiere,regier,,regiert,,haben,,,,,,,gouverne
935,hindern,hindere,,hinderst,,hindert,hinderte,,gehindert,,hinderte,,hindere,hinder,,hindert,,haben,,,,,,,prévenir
936,keuchen,keuche,,keuchst,,keucht,keuchte,,gekeucht,,keuchte,,keuche,,,keucht,,haben,,,,,,,haleter
937,ausliefern,liefere aus,,lieferst aus,,liefert aus,lieferte aus,,ausgeliefert,,lieferte aus,,liefere aus,liefer aus,,liefert aus,,haben,,,,,,,livrer
938,zuschlagen,schlage zu,schlag zu,schlägst zu,,schlägt zu,schlug zu,,zugeschlagen,,schlüge zu,,schlage zu,schlag zu,,schlagt zu,,haben,sein,,,,,,grève
939,verheimlichen,verheimliche,,verheimlichst,,verheimlicht,verheimlichte,,verheimlicht,,verheimlichte,,verheimlich,verheimliche,,verheimlicht,,haben,,,,,,,cacher
940,verhören,verhöre,,verhörst,,verhört,verhörte,,verhört,,verhörte,,verhöre,,,verhört,,haben,,,,,,,interroger
941,segeln,segle,segele,segelst,,segelt,segelte,,gesegelt,,segelte,,segle,segele,,segelt,,haben,,Edenflip.JPG|230px|2|zwei ''segelnde'' Männer,,,,,voile
942,ausschalten,schalte aus,,schaltest aus,,schaltet aus,schaltete aus,,ausgeschaltet,,schaltete aus,,schalt aus,schalte aus,,schaltet aus,,haben,,,,,,,éteindre
943,billigen,billige,,billigst,,billigt,billigte,,gebilligt,,billigte,,billige,,,billigt,,haben,,,,,,,approuver
944,verwechseln,verwechsle,,verwechselst,,verwechselt,verwechselte,,verwechselt,,verwechselte,,verwechsle,,,verwechselt,,haben,,,,,,,Embrouiller avec
945,einrichten,richte ein,,richtest ein,,richtet ein,richtete ein,,eingerichtet,,richtete ein,,richte ein,,,richtet ein,,haben,,,,,,,fournir
946,prügeln,prügle,prügele,prügelst,,prügelt,prügelte,,geprügelt,,prügelte,,prügle,prügele,,prügelt,,haben,,,,,,,battre
947,beziehen,beziehe,,beziehst,,bezieht,bezog,,bezogen,,bezöge,,beziehe,,,bezieht,,haben,,,,,,,se rapporter
948,leuchten,leuchte,,leuchtest,,leuchtet,leuchtete,,geleuchtet,,leuchtete,,leuchte,,,leuchtet,,haben,,,,,,,briller
949,besagen,—,,—,,besagt,besagte,,besagt,,besagte,,—,,,—,,haben,,,,,,,dire
950,erwachen,erwache,,erwachst,,erwacht,erwachte,,erwacht,,erwachte,,erwache,,,erwachet,,sein,,,,,,,éveil
951,verschonen,verschone,,verschonst,,verschont,verschonte,,verschont,,verschonte,,verschon,verschone,,verschont,,haben,,,,,,,de rechange
952,aufbringen,bringe auf,,bringst auf,,bringt auf,brachte auf,,aufgebracht,,brächte auf,,bringe auf,,,bringt auf,,haben,,,,,,,appliquer
953,arten,arte,,artest,,artet,artete,,geartet,,artete,,art,arte,,artet,,haben,sein,,,,,,espèces
954,aufziehen,ziehe auf,,ziehst auf,,zieht auf,zog auf,,aufgezogen,,zöge auf,,zieh auf,,,zieht auf,,haben,sein,,,,,,augmenter
955,vergeuden,vergeude,,vergeudest,,vergeudet,vergeudete,,vergeudet,,vergeudete,,vergeude,,,vergeudet,,haben,,,,,,,déchets
956,verleihen,verleihe,,verleihst,,verleiht,verlieh,,verliehen,,verliehe,,verleih,verleihe,,verleiht,,haben,,120717-M-DM345-001 - James F. Amos pins a Purple Heart on Sgt. Shane Fredericks during a visit.jpg|thumb|2|Einem [[Soldat]]en wird ein [[Orden]] ''verliehen.'',,,,,prêter
957,anheuern,heuere an,,heuerst an,,heuert an,heuerte an,,angeheuert,,heuerte an,,heuere an,,,heuert an,,haben,,,,,,,embaucher
958,backen,backe,,bäckst,backst,bäckt,buk,backte,gebacken,,büke,backte,backe,back,,backt,,haben,,Konevets - bakery.jpg|210px|1|Im Kloster wird selbst ''gebacken'',,,,,cuire
959,flammen,flamme,,flammst,,flammt,flammte,,geflammt,,flammte,,flamm,flamme,,flammt,,haben,,,,,,,Flammes
960,erden,erde,,erdest,,erdet,erdete,,geerdet,,erdete,,erde,,,erdet,,haben,,,,,,,Terre
961,knurren,knurre,,knurrst,,knurrt,knurrte,,geknurrt,,knurrte,,knurre,knurr,,knurrt,,haben,,,,,,,grognement
962,schweben,schwebe,,schwebst,,schwebt,schwebte,,geschwebt,,schwebte,,schweb,schwebe,,schwebt,,sein,haben,2015 Uliczny iluzjonista w Pradze.jpg|thumb|1b|[[scheinbar]] in der [[Luft]] ''schweben'',,,,,flotter
963,ausnutzen,nutze aus,,nutzt aus,,nutzt aus,nutzte aus,,ausgenutzt,,nutzte aus,,nutz aus,nutze aus,,nutzt aus,,haben,,,,,,,exploiter
964,einmischen,mische ein,,mischst ein,mischt ein,mischt ein,mischte ein,,eingemischt,,mischte ein,,misch ein,mische ein,,mischt ein,,haben,,,,,,,interférer
965,beichten,beichte,,beichtest,,beichtet,beichtete,,gebeichtet,,beichtete,,beichte,,,beichtet,,haben,,,,,,,confesser
966,verbünden,verbünde,,verbündest,,verbündet,verbündete,,verbündet,,verbündete,,verbünd,verbünde,,verbündet,,haben,,,,,,,allié
967,ausfallen,falle aus,,fällst aus,,fällt aus,fiel aus,,ausgefallen,,fiele aus,,falle aus,,,fallt aus,,sein,,,,,,,ressortir
968,einschalten,schalte ein,,schaltest ein,,schaltet ein,schaltete ein,,eingeschaltet,,schaltete ein,,schalte ein,,,schaltet ein,,haben,,,,,,,allumer
969,anmachen,mache an,,machst an,,macht an,machte an,,angemacht,,machte an,,mach an,mache an,,macht an,,haben,,,,,,,pour allumer
970,zurückhalten,halte zurück,,hältst zurück,,hält zurück,hielt zurück,,zurückgehalten,,hielte zurück,,halte zurück,,,haltet zurück,,haben,,,,,,,retenir
971,betteln,bettle,bettele,bettelst,,bettelt,bettelte,,gebettelt,,bettelte,,bettle,bettele,,bettelt,,haben,,Afghan girl begging.jpg|thumb|1|das [[Kind]] ''bettelt'',,,,,mendier
972,rauben,raube,,raubst,,raubt,raubte,,geraubt,,raubte,,raube,,,raubt,,haben,,,,,,,Rob
973,ernähren,ernähre,,ernährst,,ernährt,ernährte,,ernährt,,ernährte,,ernähr,ernähre,,ernährt,,haben,,,,,,,alimentation
974,einschlagen,schlage ein,,schlägst ein,,schlägt ein,schlug ein,,eingeschlagen,,schlüge ein,,schlag ein,,,schlagt ein,,haben,,,,,,,frapper
975,bumsen,bumse,,bumst,,bumst,bumste,,gebumst,,bumste,,bums,,,bumst,,haben,,,,,,,Putain
976,reservieren,reserviere,,reservierst,,reserviert,reservierte,,reserviert,,reservierte,,reservier,reserviere,,reserviert,,haben,,,,,,,Réservations
977,vorlesen,lese vor,,liest vor,,liest vor,las vor,,vorgelesen,,läse vor,,lies vor,,,lest vor,,haben,,,,,,,lit à voix haute
978,krachen,krache,,krachst,,kracht,krachte,,gekracht,,krachte,,krache,,,kracht,,haben,,,,,,,accident
979,besaufen,besaufe,,besäufst,,besäuft,besoff,,besoffen,,besöffe,,besauf,besaufe,,besauft,,haben,,,,,,,se soûler
980,wegfahren,fahre weg,,fährst weg,,fährt weg,fuhr weg,,weggefahren,,führe weg,,fahr weg,,,fahrt weg,,sein,haben,,,,,,s'en aller en voiture
981,beauftragen,beauftrage,,beauftragst,,beauftragt,beauftragte,,beauftragt,,beauftragte,,beauftrag,beauftrage,,beauftragt,,haben,,,,,,,donner un ordre
982,bedecken,bedecke,,bedeckst,,bedeckt,bedeckte,,bedeckt,,bedeckte,,bedecke,,,bedeckt,,haben,,,,,,,couverture
983,untergehen,gehe unter,,gehst unter,,geht unter,ging unter,,untergegangen,,ginge unter,,geh unter,gehe unter,,geht unter,,sein,,,,,,,aller en-desous
984,wärmen,wärme,,wärmst,,wärmt,wärmte,,gewärmt,,wärmte,,wärm,wärme,,wärmt,,haben,,,,,,,à réchauffer
985,erfordern,erfordere,erforder,erforderst,,erfordert,erforderte,,erfordert,,erforderte,,erforder,erfordere,,erfordert,,haben,,,,,,,exiger
986,fischen,fische,,fischst,fischt,fischt,fischte,,gefischt,,fischte,,fische,,,fischt,,haben,,Estuaire de la Gironde - pêche au carrelet 02.jpg|thumb|1|Ein [[Kutter]] ''fischt'' im [[Mündungsgebiet]] der [[Gironde]] nach [[Glasaal]]en,,,,,pêche
987,beachten,beachte,,beachtest,,beachtet,beachtete,,beachtet,,beachtete,,beachte,,,beachtet,,haben,,,,,,,observer
988,haaren,haare,,haarst,,haart,haarte,,gehaart,,haarte,,haare,haar,,haart,,haben,,,,,,,cheveux
